MLPModelWithHook{'validation': 0.9246453036021098, 'id_test': 0.9255794062258502, 'ood_test': 0.5241343126967472, 'ood_validation': 0.6273584905660378, 'train': 0.9248782898778256}
MLPModelWithHook{'validation': 0.6932016836355724, 'id_test': 0.6952874710203102, 'ood_test': 0.43651626442812175, 'ood_validation': 0.5424528301886793, 'train': 0.6938775893002008}
MLPModelWithHook{'validation': 0.9256244232197655, 'id_test': 0.9267460966514859, 'ood_test': 0.5110178384050367, 'ood_validation': 0.589622641509434, 'train': 0.92566843264748}
MLPModelWithHook{'validation': 0.9252530330199651, 'id_test': 0.9263597007870471, 'ood_test': 0.4947534102833158, 'ood_validation': 0.5801886792452831, 'train': 0.9253969236482932}
MLPModelWithHook{'validation': 0.9237224552268481, 'id_test': 0.9249116541494414, 'ood_test': 0.45120671563483733, 'ood_validation': 0.5518867924528302, 'train': 0.9238002256478937}
MLPModelWithHook{'validation': 0.9267761079807627, 'id_test': 0.9277177134368224, 'ood_test': 0.5246589716684156, 'ood_validation': 0.5990566037735849, 'train': 0.926845909498876}
MLPModelWithHook{'validation': 0.9238500033762745, 'id_test': 0.9250316994665486, 'ood_test': 0.45120671563483733, 'ood_validation': 0.5518867924528302, 'train': 0.9240342204503017}
MLPModelWithHook{'validation': 0.9262021413083439, 'id_test': 0.9272750463299896, 'ood_test': 0.49737670514165794, 'ood_validation': 0.5754716981132075, 'train': 0.9262386484385184}
MLPModelWithHook{'validation': 0.9238349977116361, 'id_test': 0.9250504565473466, 'ood_test': 0.4527806925498426, 'ood_validation': 0.5518867924528302, 'train': 0.9239559095645258}
MLPModelWithHook{'validation': 0.9236099127420602, 'id_test': 0.9248328744100898, 'ood_test': 0.45120671563483733, 'ood_validation': 0.5518867924528302, 'train': 0.9237017508813492}
